index,class/url,class/name,name,level,desc/0,desc/1,desc/2,desc/3,desc/4,desc/5,desc/6,url,subclass/url,subclass/name,reference,choice/choose,choice/type,choice/from/0/url,choice/from/0/name,choice/from/1/url,choice/from/1/name,choice/from/2/url,choice/from/2/name,choice/from/3/url,choice/from/3/name,choice/from/4/url,choice/from/4/name,choice/from/5/url,choice/from/5/name,choice/from/6/url,choice/from/6/name,choice/from/7/url,choice/from/7/name,choice/from/8/url,choice/from/8/name,choice/from/9/url,choice/from/9/name,choice/from/10/url,choice/from/10/name,choice/from/11/url,choice/from/11/name,choice/from/12/url,choice/from/12/name,choice/from/13/url,choice/from/13/name,choice/from/14/url,choice/from/14/name,choice/from/15/url,choice/from/15/name,choice/from/16/url,choice/from/16/name,choice/from/17/url,choice/from/17/name,prerequisites/0/type,prerequisites/0/proficiency,group,desc/7,desc/8,prerequisites/0/spell,prerequisites/0/feature,prerequisites/0/level,prerequisites/1/type,prerequisites/1/feature
89,http://www.dnd5eapi.co/api/classes/3,Cleric,Domain Spells 5,9,"Each domain has a list of spells--its domain spells--that you gain at the cleric levels noted in the domain description. Once you gain a domain spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day.","If you have a domain spell that doesn't appear on the cleric spell list, the spell is nonetheless a cleric spell for you.",,,,,,http://www.dnd5eapi.co/api/features/89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,http://www.dnd5eapi.co/api/classes/3,Cleric,Divine Intervention,10,"Beginning at 10th level, you can call on your deity to intervene on your behalf when your need is great.","Imploring your deity's aid requires you to use your action. Describe the assistance you seek, and roll percentile dice. If you roll a number equal to or lower than your cleric level, your deity intervenes. The GM chooses the nature of the intervention; the effect of any cleric spell or cleric domain spell would be appropriate.","If your deity intervenes, you can't use this feature again for 7 days. Otherwise, you can use it again after you finish a long rest.","At 20th level, your call for intervention succeeds automatically, no roll required.",,,,http://www.dnd5eapi.co/api/features/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,http://www.dnd5eapi.co/api/classes/3,Cleric,Destroy Undead (CR 2 or below),11,"Starting at 5th level, when an undead fails its saving throw against your Turn Undead feature, the creature is instantly destroyed if its challenge rating is at or below a certain threshold.",,,,,,,http://www.dnd5eapi.co/api/features/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,http://www.dnd5eapi.co/api/classes/3,Cleric,Ability Score Improvement 3,12,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.",,,,,,,http://www.dnd5eapi.co/api/features/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,http://www.dnd5eapi.co/api/classes/3,Cleric,Destroy Undead (CR 3 or below),14,"Starting at 5th level, when an undead fails its saving throw against your Turn Undead feature, the creature is instantly destroyed if its challenge rating is at or below a certain threshold.",,,,,,,http://www.dnd5eapi.co/api/features/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,http://www.dnd5eapi.co/api/classes/3,Cleric,Ability Score Improvement 4,16,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.",,,,,,,http://www.dnd5eapi.co/api/features/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,http://www.dnd5eapi.co/api/classes/3,Cleric,Destroy Undead (CR 4 or below),17,"Starting at 5th level, when an undead fails its saving throw against your Turn Undead feature, the creature is instantly destroyed if its challenge rating is at or below a certain threshold.",,,,,,,http://www.dnd5eapi.co/api/features/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,http://www.dnd5eapi.co/api/classes/3,Cleric,Supreme Healing,17,"Starting at 17th level, when you would normally roll one or more dice to restore hit points with a spell, you instead use the highest number possible for each die. For example, instead of restoring 2d6 hit points to a creature, you restore 12.",,,,,,,http://www.dnd5eapi.co/api/features/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,http://www.dnd5eapi.co/api/classes/3,Cleric,Channel Divinity (3/rest),18,"Beginning at 6th level, you can use your Channel Divinity twice between rests, and beginning at 18th level, you can use it three times between rests. When you finish a short or long rest, you regain your expended uses.",,,,,,,http://www.dnd5eapi.co/api/features/97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,http://www.dnd5eapi.co/api/classes/3,Cleric,Ability Score Improvement 5,19,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.",,,,,,,http://www.dnd5eapi.co/api/features/98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,http://www.dnd5eapi.co/api/classes/3,Cleric,Divine Intervention Improvement,20,"At 20th level, your call for intervention succeeds automatically, no roll required.",,,,,,,http://www.dnd5eapi.co/api/features/99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,http://www.dnd5eapi.co/api/classes/4,Druid,Spellcasting,1,"Drawing on the divine essence of nature itself, you can cast spells to shape that essence to your will.",,,,,,,http://www.dnd5eapi.co/api/features/100,,,http://www.dnd5eapi.co/api/spellcasting/druid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,http://www.dnd5eapi.co/api/classes/4,Druid,Druidic,1,"You know Druidic, the secret language of druids. You can speak the language and use it to leave hidden messages. You and others who know this language automatically spot such a message. Others spot the message's presence with a successful DC 15 Wisdom (Perception) check but can't decipher it without magic.",,,,,,,http://www.dnd5eapi.co/api/features/101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,http://www.dnd5eapi.co/api/classes/4,Druid,"Wild Shape (CR 1/4 or below, no flying or swim speed)",2,"Starting at 2nd level, you can use your action to magically assume the shape of a beast that you have seen before. You can use this feature twice. You regain expended uses when you finish a short or long rest.","Your druid level determines the beasts you can transform into, as shown in the Beast Shapes table. At 2nd level, for example, you can transform into any beast that has a challenge rating of 1/4 or lower that doesn't have a flying or swimming speed.","You can stay in a beast shape for a number of hours equal to half your druid level (rounded down). You then revert to your normal form unless you expend another use of this feature. You can revert to your normal form earlier by using a bonus action on your turn. You automatically revert if you fall unconscious, drop to 0 hit points, or die.","While you are transformed, the following rules apply:","- Your game statistics are replaced by the statistics of the beast, but you retain your alignment, personality, and Intelligence, Wisdom, and Charisma scores. You also retain all of your skill and saving throw proficiencies, in addition to gaining those of the creature. If the creature has the same proficiency as you and the bonus in its stat block is higher than yours, use the creature's bonus instead of yours. If the creature has any legendary or lair actions, you can't use them.","- When you transform, you assume the beast's hit points and Hit Dice. When you revert to your normal form, you return to the number of hit points you had before you transformed. However, if you revert as a result of dropping to 0 hit points, any excess damage carries over to your normal form. For example, if you take 10 damage in animal form and have only 1 hit point left, you revert and take 9 damage. As long as the excess damage doesn't reduce your normal form to 0 hit points, you aren't knocked unconscious.","- You can't cast spells, and your ability to speak or take any action that requires hands is limited to the capabilities of your beast form. Transforming doesn't break your concentration on a spell you've already cast, however, or prevent you from taking actions that are part of a spell, such as call lightning, that you've already cast.",http://www.dnd5eapi.co/api/features/102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"- You retain the benefit of any features from your class, race, or other source and can use them if the new form is physically capable of doing so. However, you can't use any of your special senses, such as darkvision, unless your new form also has that sense.","- You choose whether your equipment falls to the ground in your space, merges into your new form, or is worn by it. Worn equipment functions as normal, but the GM decides whether it is practical for the new form to wear a piece of equipment, based on the creature's shape and size. Your equipment doesn't change size or shape to match the new form, and any equipment that the new form can't wear must either fall to the ground or merge with it. Equipment that merges with the form has no effect until you leave the form.",,,,,
103,http://www.dnd5eapi.co/api/classes/4,Druid,Druid Circle,2,"At 2nd level, you choose to identify with a circle of druids: the Circle of the Land or the Circle of the Moon, both detailed at the end of the class description. Your choice grants you features at 2nd level and again at 6th, 10th, and 14th level.",,,,,,,http://www.dnd5eapi.co/api/features/103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,http://www.dnd5eapi.co/api/classes/4,Druid,Choose: Circle of the Land,2,"The Circle of the Land is made up of mystics and sages who safeguard ancient knowledge and rites through a vast oral tradition. These druids meet within sacred circles of trees or standing stones to whisper primal secrets in Druidic. The circle's wisest members preside as the chief priests of communities that hold to the Old Faith and serve as advisors to the rulers of those folk. As a member of this circle, your magic is influenced by the land where you were initiated into the circle's mysterious rites.",,,,,,,http://www.dnd5eapi.co/api/features/104,http://www.dnd5eapi.co/api/subclasses/4,Land,,1,feature,http://www.dnd5eapi.co/api/features/105,Circle of the Land: Arctic,http://www.dnd5eapi.co/api/features/106,Circle of the Land: Coast,http://www.dnd5eapi.co/api/features/107,Circle of the Land: Desert,http://www.dnd5eapi.co/api/features/108,Circle of the Land: Forest,http://www.dnd5eapi.co/api/features/109,Circle of the Land: Grassland,http://www.dnd5eapi.co/api/features/110,Circle of the Land: Mountain,http://www.dnd5eapi.co/api/features/111,Circle of the Land: Swamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,http://www.dnd5eapi.co/api/classes/4,Druid,Circle of the Land: Arctic,2,"The Circle of the Land is made up of mystics and sages who safeguard ancient knowledge and rites through a vast oral tradition. These druids meet within sacred circles of trees or standing stones to whisper primal secrets in Druidic. The circle's wisest members preside as the chief priests of communities that hold to the Old Faith and serve as advisors to the rulers of those folk. As a member of this circle, your magic is influenced by the land where you were initiated into the circle's mysterious rites.",,,,,,,http://www.dnd5eapi.co/api/features/105,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circle of the Land,,,,,,,
106,http://www.dnd5eapi.co/api/classes/4,Druid,Circle of the Land: Coast,2,"The Circle of the Land is made up of mystics and sages who safeguard ancient knowledge and rites through a vast oral tradition. These druids meet within sacred circles of trees or standing stones to whisper primal secrets in Druidic. The circle's wisest members preside as the chief priests of communities that hold to the Old Faith and serve as advisors to the rulers of those folk. As a member of this circle, your magic is influenced by the land where you were initiated into the circle's mysterious rites.",,,,,,,http://www.dnd5eapi.co/api/features/106,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circle of the Land,,,,,,,
107,http://www.dnd5eapi.co/api/classes/4,Druid,Circle of the Land: Desert,2,"The Circle of the Land is made up of mystics and sages who safeguard ancient knowledge and rites through a vast oral tradition. These druids meet within sacred circles of trees or standing stones to whisper primal secrets in Druidic. The circle's wisest members preside as the chief priests of communities that hold to the Old Faith and serve as advisors to the rulers of those folk. As a member of this circle, your magic is influenced by the land where you were initiated into the circle's mysterious rites.",,,,,,,http://www.dnd5eapi.co/api/features/107,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circle of the Land,,,,,,,
108,http://www.dnd5eapi.co/api/classes/4,Druid,Circle of the Land: Forest,2,"The Circle of the Land is made up of mystics and sages who safeguard ancient knowledge and rites through a vast oral tradition. These druids meet within sacred circles of trees or standing stones to whisper primal secrets in Druidic. The circle's wisest members preside as the chief priests of communities that hold to the Old Faith and serve as advisors to the rulers of those folk. As a member of this circle, your magic is influenced by the land where you were initiated into the circle's mysterious rites.",,,,,,,http://www.dnd5eapi.co/api/features/108,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circle of the Land,,,,,,,
109,http://www.dnd5eapi.co/api/classes/4,Druid,Circle of the Land: Grassland,2,"The Circle of the Land is made up of mystics and sages who safeguard ancient knowledge and rites through a vast oral tradition. These druids meet within sacred circles of trees or standing stones to whisper primal secrets in Druidic. The circle's wisest members preside as the chief priests of communities that hold to the Old Faith and serve as advisors to the rulers of those folk. As a member of this circle, your magic is influenced by the land where you were initiated into the circle's mysterious rites.",,,,,,,http://www.dnd5eapi.co/api/features/109,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circle of the Land,,,,,,,
110,http://www.dnd5eapi.co/api/classes/4,Druid,Circle of the Land: Mountain,2,"The Circle of the Land is made up of mystics and sages who safeguard ancient knowledge and rites through a vast oral tradition. These druids meet within sacred circles of trees or standing stones to whisper primal secrets in Druidic. The circle's wisest members preside as the chief priests of communities that hold to the Old Faith and serve as advisors to the rulers of those folk. As a member of this circle, your magic is influenced by the land where you were initiated into the circle's mysterious rites.",,,,,,,http://www.dnd5eapi.co/api/features/110,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circle of the Land,,,,,,,
111,http://www.dnd5eapi.co/api/classes/4,Druid,Circle of the Land: Swamp,2,"The Circle of the Land is made up of mystics and sages who safeguard ancient knowledge and rites through a vast oral tradition. These druids meet within sacred circles of trees or standing stones to whisper primal secrets in Druidic. The circle's wisest members preside as the chief priests of communities that hold to the Old Faith and serve as advisors to the rulers of those folk. As a member of this circle, your magic is influenced by the land where you were initiated into the circle's mysterious rites.",,,,,,,http://www.dnd5eapi.co/api/features/111,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circle of the Land,,,,,,,
112,http://www.dnd5eapi.co/api/classes/4,Druid,Bonus Cantrip,2,"When you choose this circle at 2nd level, you learn one additional druid cantrip of your choice.",,,,,,,http://www.dnd5eapi.co/api/features/112,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,http://www.dnd5eapi.co/api/classes/4,Druid,Natural Recovery,2,"Starting at 2nd level, you can regain some of your magical energy by sitting in meditation and communing with nature. During a short rest, you choose expended spell slots to recover. The spell slots can have a combined level that is equal to or less than half your druid level (rounded up), and none of the slots can be 6th level or higher. You can't use this feature again until you finish a long rest.","For example, when you are a 4th-level druid, you can recover up to two levels worth of spell slots. You can recover either a 2nd-level slot or two 1st-level slots.",,,,,,http://www.dnd5eapi.co/api/features/113,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,http://www.dnd5eapi.co/api/classes/4,Druid,Circle Spells 1,3,"Your mystical connection to the land infuses you with the ability to cast certain spells. At 3rd, 5th, 7th, and 9th level you gain access to circle spells connected to the land where you became a druid.","Choose that land--arctic, coast, desert, forest, grassland, mountain, or swamp--and consult the associated list of spells.","Once you gain access to a circle spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day. If you gain access to a spell that doesn't appear on the druid spell list, the spell is nonetheless a druid spell for you.",,,,,http://www.dnd5eapi.co/api/features/114,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,http://www.dnd5eapi.co/api/classes/4,Druid,"Wild Shape (CR 1/2 or below, no flying speed)",4,"Starting at 2nd level, you can use your action to magically assume the shape of a beast that you have seen before. You can use this feature twice. You regain expended uses when you finish a short or long rest.","Your druid level determines the beasts you can transform into, as shown in the Beast Shapes table. At 2nd level, for example, you can transform into any beast that has a challenge rating of 1/4 or lower that doesn't have a flying or swimming speed.","You can stay in a beast shape for a number of hours equal to half your druid level (rounded down). You then revert to your normal form unless you expend another use of this feature. You can revert to your normal form earlier by using a bonus action on your turn. You automatically revert if you fall unconscious, drop to 0 hit points, or die.","While you are transformed, the following rules apply:","- Your game statistics are replaced by the statistics of the beast, but you retain your alignment, personality, and Intelligence, Wisdom, and Charisma scores. You also retain all of your skill and saving throw proficiencies, in addition to gaining those of the creature. If the creature has the same proficiency as you and the bonus in its stat block is higher than yours, use the creature's bonus instead of yours. If the creature has any legendary or lair actions, you can't use them.","- When you transform, you assume the beast's hit points and Hit Dice. When you revert to your normal form, you return to the number of hit points you had before you transformed. However, if you revert as a result of dropping to 0 hit points, any excess damage carries over to your normal form. For example, if you take 10 damage in animal form and have only 1 hit point left, you revert and take 9 damage. As long as the excess damage doesn't reduce your normal form to 0 hit points, you aren't knocked unconscious.","- You can't cast spells, and your ability to speak or take any action that requires hands is limited to the capabilities of your beast form. Transforming doesn't break your concentration on a spell you've already cast, however, or prevent you from taking actions that are part of a spell, such as call lightning, that you've already cast.",http://www.dnd5eapi.co/api/features/115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"- You retain the benefit of any features from your class, race, or other source and can use them if the new form is physically capable of doing so. However, you can't use any of your special senses, such as darkvision, unless your new form also has that sense.","- You choose whether your equipment falls to the ground in your space, merges into your new form, or is worn by it. Worn equipment functions as normal, but the GM decides whether it is practical for the new form to wear a piece of equipment, based on the creature's shape and size. Your equipment doesn't change size or shape to match the new form, and any equipment that the new form can't wear must either fall to the ground or merge with it. Equipment that merges with the form has no effect until you leave the form.",,,,,
116,http://www.dnd5eapi.co/api/classes/4,Druid,Ability Score Improvement 1,4,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.",,,,,,,http://www.dnd5eapi.co/api/features/116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,http://www.dnd5eapi.co/api/classes/4,Druid,Circle Spells 2,5,"Your mystical connection to the land infuses you with the ability to cast certain spells. At 3rd, 5th, 7th, and 9th level you gain access to circle spells connected to the land where you became a druid.","Choose that land--arctic, coast, desert, forest, grassland, mountain, or swamp--and consult the associated list of spells.","Once you gain access to a circle spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day. If you gain access to a spell that doesn't appear on the druid spell list, the spell is nonetheless a druid spell for you.",,,,,http://www.dnd5eapi.co/api/features/117,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,http://www.dnd5eapi.co/api/classes/4,Druid,Land's Stride,6,"Starting at 6th level, moving through nonmagical difficult terrain costs you no extra movement. You can also pass through nonmagical plants without being slowed by them and without taking damage from them if they have thorns, spines, or a similar hazard.","In addition, you have advantage on saving throws against plants that are magically created or manipulated to impede movement, such those created by the entangle spell.",,,,,,http://www.dnd5eapi.co/api/features/118,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,http://www.dnd5eapi.co/api/classes/4,Druid,Circle Spells 3,7,"Your mystical connection to the land infuses you with the ability to cast certain spells. At 3rd, 5th, 7th, and 9th level you gain access to circle spells connected to the land where you became a druid.","Choose that land--arctic, coast, desert, forest, grassland, mountain, or swamp--and consult the associated list of spells.","Once you gain access to a circle spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day. If you gain access to a spell that doesn't appear on the druid spell list, the spell is nonetheless a druid spell for you.",,,,,http://www.dnd5eapi.co/api/features/119,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,http://www.dnd5eapi.co/api/classes/4,Druid,Wild Shape (CR 1 or below),8,"Starting at 2nd level, you can use your action to magically assume the shape of a beast that you have seen before. You can use this feature twice. You regain expended uses when you finish a short or long rest.","Your druid level determines the beasts you can transform into, as shown in the Beast Shapes table. At 2nd level, for example, you can transform into any beast that has a challenge rating of 1/4 or lower that doesn't have a flying or swimming speed.","You can stay in a beast shape for a number of hours equal to half your druid level (rounded down). You then revert to your normal form unless you expend another use of this feature. You can revert to your normal form earlier by using a bonus action on your turn. You automatically revert if you fall unconscious, drop to 0 hit points, or die.","While you are transformed, the following rules apply:","- Your game statistics are replaced by the statistics of the beast, but you retain your alignment, personality, and Intelligence, Wisdom, and Charisma scores. You also retain all of your skill and saving throw proficiencies, in addition to gaining those of the creature. If the creature has the same proficiency as you and the bonus in its stat block is higher than yours, use the creature's bonus instead of yours. If the creature has any legendary or lair actions, you can't use them.","- When you transform, you assume the beast's hit points and Hit Dice. When you revert to your normal form, you return to the number of hit points you had before you transformed. However, if you revert as a result of dropping to 0 hit points, any excess damage carries over to your normal form. For example, if you take 10 damage in animal form and have only 1 hit point left, you revert and take 9 damage. As long as the excess damage doesn't reduce your normal form to 0 hit points, you aren't knocked unconscious.","- You can't cast spells, and your ability to speak or take any action that requires hands is limited to the capabilities of your beast form. Transforming doesn't break your concentration on a spell you've already cast, however, or prevent you from taking actions that are part of a spell, such as call lightning, that you've already cast.",http://www.dnd5eapi.co/api/features/120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"- You retain the benefit of any features from your class, race, or other source and can use them if the new form is physically capable of doing so. However, you can't use any of your special senses, such as darkvision, unless your new form also has that sense.","- You choose whether your equipment falls to the ground in your space, merges into your new form, or is worn by it. Worn equipment functions as normal, but the GM decides whether it is practical for the new form to wear a piece of equipment, based on the creature's shape and size. Your equipment doesn't change size or shape to match the new form, and any equipment that the new form can't wear must either fall to the ground or merge with it. Equipment that merges with the form has no effect until you leave the form.",,,,,
121,http://www.dnd5eapi.co/api/classes/4,Druid,Ability Score Improvement 2,8,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.",,,,,,,http://www.dnd5eapi.co/api/features/121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,http://www.dnd5eapi.co/api/classes/4,Druid,Circle Spells 4,9,"Your mystical connection to the land infuses you with the ability to cast certain spells. At 3rd, 5th, 7th, and 9th level you gain access to circle spells connected to the land where you became a druid.","Choose that land--arctic, coast, desert, forest, grassland, mountain, or swamp--and consult the associated list of spells.","Once you gain access to a circle spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day. If you gain access to a spell that doesn't appear on the druid spell list, the spell is nonetheless a druid spell for you.",,,,,http://www.dnd5eapi.co/api/features/122,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,http://www.dnd5eapi.co/api/classes/4,Druid,Nature's Ward,10,"When you reach 10th level, you can't be charmed or frightened by elementals or fey, and you are immune to poison and disease.",,,,,,,http://www.dnd5eapi.co/api/features/123,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,http://www.dnd5eapi.co/api/classes/4,Druid,Ability Score Improvement 3,12,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.",,,,,,,http://www.dnd5eapi.co/api/features/124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,http://www.dnd5eapi.co/api/classes/4,Druid,Nature's Sanctuary,14,"When you reach 14th level, creatures of the natural world sense your connection to nature and become hesitant to attack you. When a beast or plant creature attacks you, that creature must make a Wisdom saving throw against your druid spell save DC. On a failed save, the creature must choose a different target, or the attack automatically misses. On a successful save, the creature is immune to this effect for 24 hours. The creature is aware of this effect before it makes its attack against you.",,,,,,,http://www.dnd5eapi.co/api/features/125,http://www.dnd5eapi.co/api/subclasses/4,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,http://www.dnd5eapi.co/api/classes/4,Druid,Ability Score Improvement 4,16,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.",,,,,,,http://www.dnd5eapi.co/api/features/126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,http://www.dnd5eapi.co/api/classes/4,Druid,Timeless Body,18,"Starting at 18th level, the primal magic that you wield causes you to age more slowly. For every 10 years that pass, your body ages only 1 year.",,,,,,,http://www.dnd5eapi.co/api/features/127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,http://www.dnd5eapi.co/api/classes/4,Druid,Beast Spells,18,"Beginning at 18th level, you can cast many of your druid spells in any shape you assume using Wild Shape. You can perform the somatic and verbal components of a druid spell while in a beast shape, but you aren't able to provide material components.",,,,,,,http://www.dnd5eapi.co/api/features/128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,http://www.dnd5eapi.co/api/classes/4,Druid,Ability Score Improvement 5,19,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.",,,,,,,http://www.dnd5eapi.co/api/features/129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,http://www.dnd5eapi.co/api/classes/4,Druid,Archdruid,20,"At 20th level, you can use your Wild Shape an unlimited number of times.","Additionally, you can ignore the verbal and somatic components of your druid spells, as well as any material components that lack a cost and aren't consumed by a spell. You gain this benefit in both your normal shape and your beast shape from Wild Shape.",,,,,,http://www.dnd5eapi.co/api/features/130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,http://www.dnd5eapi.co/api/classes/5,Fighter,Choose: Fighting Style,1,"You adopt a particular style of fighting as your specialty. Choose one of the following options. You can't take a Fighting Style option more than once, even if you later get to choose again.",,,,,,,http://www.dnd5eapi.co/api/features/131,,,,1,feature,http://www.dnd5eapi.co/api/features/132,Fighting Style: Archery,http://www.dnd5eapi.co/api/features/133,Fighting Style: Defense,http://www.dnd5eapi.co/api/features/134,Fighting Style: Dueling,http://www.dnd5eapi.co/api/features/135,Fighting Style: Great Weapon Fighting,http://www.dnd5eapi.co/api/features/136,Fighting Style: Protection,http://www.dnd5eapi.co/api/features/137,Fighting Style: Two-Weapon Fighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,http://www.dnd5eapi.co/api/classes/5,Fighter,Fighting Style: Archery,1,You gain a +2 bonus to attack rolls you make with ranged weapons.,,,,,,,http://www.dnd5eapi.co/api/features/132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fighting Style (Fighter),,,,,,,
133,http://www.dnd5eapi.co/api/classes/5,Fighter,Fighting Style: Defense,1,"While you are wearing armor, you gain a +1 bonus to AC.",,,,,,,http://www.dnd5eapi.co/api/features/133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fighting Style (Fighter),,,,,,,
