index,name,size,type,subtype,alignment,armor_class,hit_points,hit_dice,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,constitution_save,intelligence_save,wisdom_save,history,perception,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,special_abilities/0/name,special_abilities/0/desc,special_abilities/0/attack_bonus,special_abilities/1/name,special_abilities/1/desc,special_abilities/1/attack_bonus,special_abilities/2/name,special_abilities/2/desc,special_abilities/2/attack_bonus,actions/0/name,actions/0/desc,actions/0/attack_bonus,actions/1/name,actions/1/desc,actions/1/attack_bonus,actions/1/damage_dice,actions/1/damage_bonus,actions/2/name,actions/2/desc,actions/2/attack_bonus,actions/2/damage_dice,actions/2/damage_bonus,actions/3/name,actions/3/desc,actions/3/attack_bonus,legendary_actions/0/name,legendary_actions/0/desc,legendary_actions/0/attack_bonus,legendary_actions/1/name,legendary_actions/1/desc,legendary_actions/1/attack_bonus,legendary_actions/2/name,legendary_actions/2/desc,legendary_actions/2/attack_bonus,url,medicine,religion,actions/0/damage_dice,dexterity_save,charisma_save,stealth,actions/3/damage_dice,actions/3/damage_bonus,actions/4/name,actions/4/desc,actions/4/attack_bonus,actions/5/name,actions/5/desc,actions/5/attack_bonus,actions/5/damage_dice,persuasion,insight,deception,actions/6/name,actions/6/desc,actions/6/attack_bonus,actions/6/damage_dice,arcana,actions/0/damage_bonus,athletics,acrobatics,special_abilities/2/damage_dice,special_abilities/0/damage_dice,strength_save,special_abilities/1/damage_dice,special_abilities/3/name,special_abilities/3/desc,special_abilities/3/attack_bonus,reactions/0/name,reactions/0/desc,reactions/0/attack_bonus,actions/4/damage_dice,actions/4/damage_bonus,actions/5/damage_bonus,survival,special_abilities/4/name,special_abilities/4/desc,special_abilities/4/attack_bonus,investigation,nature,special_abilities/5/name,special_abilities/5/desc,special_abilities/5/attack_bonus,intimidation,legendary_actions/3/name,legendary_actions/3/desc,legendary_actions/3/attack_bonus,legendary_actions/3/damage_dice,legendary_actions/4/name,legendary_actions/4/desc,legendary_actions/4/attack_bonus,performance
185,Lamia,Large,monstrosity,,chaotic evil,13,97,13d10,30 ft.,16,13,15,14,15,16,,,,,,,,,,"darkvision 60 ft., passive Perception 12","Abyssal, Common",4,Innate Spellcasting,"The lamia's innate spellcasting ability is Charisma (spell save DC 13). It can innately cast the following spells, requiring no material components. At will: disguise self (any humanoid form), major image 3/day each: charm person, mirror image, scrying, suggestion 1/day: geas",0,,,,,,,Multiattack,The lamia makes two attacks: one with its claws and one with its dagger or Intoxicating Touch.,0,Claws,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 14 (2d10 + 3) slashing damage.",5,2d10,3,Dagger,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage.",5,1d4,3,Intoxicating Touch,"Melee Spell Attack: +5 to hit, reach 5 ft., one creature. Hit: The target is magically cursed for 1 hour. Until the curse ends, the target has disadvantage on Wisdom saving throws and all ability checks.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/185,,,,,,3,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Lemure,Medium,fiend,devil,lawful evil,7,13,3d8,15 ft.,10,5,11,1,11,3,,,,,,,cold,"fire, poison","charmed, frightened, poisoned","darkvision 120 ft., passive Perception 10",understands infernal but can't speak,0,Devil's Sight,Magical darkness doesn't impede the lemure's darkvision.,0,Hellish Rejuvenation,A lemure that dies in the Nine Hells comes back to life with all its hit points in 1d10 days unless it is killed by a good-aligned creature with a bless spell cast on that creature or its remains are sprinkled with holy water.,0,,,,Fist,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage",3,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/186,,,1d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Lich,Medium,undead,,any evil alignment,17,135,18d8,30 ft.,11,16,16,20,14,16,10,12,9,12,9,,"cold, lightning, necrotic","poison; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, exhaustion, frightened, paralyzed, poisoned","truesight 120 ft., passive Perception 19",Common plus up to five other languages,21,Legendary Resistance (3/Day),"If the lich fails a saving throw, it can choose to succeed instead.",0,Rejuvenation,"If it has a phylactery, a destroyed lich gains a new body in 1d10 days, regaining all its hit points and becoming active again. The new body appears within 5 feet of the phylactery.",0,Spellcasting,"The lich is an 18th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 20, +12 to hit with spell attacks). The lich has the following wizard spells prepared:

- Cantrips (at will): mage hand, prestidigitation, ray of frost
- 1st level (4 slots): detect magic, magic missile, shield, thunderwave
- 2nd level (3 slots): detect thoughts, invisibility, Melf's acid arrow, mirror image
- 3rd level (3 slots): animate dead, counterspell, dispel magic, fireball
- 4th level (3 slots): blight, dimension door
- 5th level (3 slots): cloudkill, scrying
- 6th level (1 slot): disintegrate, globe of invulnerability
- 7th level (1 slot): finger of death, plane shift
- 8th level (1 slot): dominate monster, power word stun
- 9th level (1 slot): power word kill",0,Paralyzing Touch,"Melee Spell Attack: +12 to hit, reach 5 ft., one creature. Hit: 10 (3d6) cold damage. The target must succeed on a DC 18 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",12,,,,,,,,,,,,,,Cantrip,The lich casts a cantrip.,0,Paralyzing Touch (Costs 2 Actions),The lich uses its Paralyzing Touch.,0,Frightening Gaze (Costs 2 Actions),"The lich fixes its gaze on one creature it can see within 10 feet of it. The target must succeed on a DC 18 Wisdom saving throw against this magic or become frightened for 1 minute. The frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a target's saving throw is successful or the effect ends for it, the target is immune to the lich's gaze for the next 24 hours.",0,http://www.dnd5eapi.co/api/monsters/187,,,3d6,,,,,,,,,,,,,,9,,,,,,18,,,,,,,,Turn Resistance,The lich has advantage on saving throws against any effect that turns undead.,0,,,,,,,,,,,,,,,,,Disrupt Life (Costs 3 Actions),"Each living creature within 20 feet of the lich must make a DC 18 Constitution saving throw against this magic, taking 21 (6d6) necrotic damage on a failed save, or half as much damage on a successful one.",0,6d6,,,,
188,Lion,Large,beast,,unaligned,12,26,4d10,50 ft.,17,15,13,3,12,8,,,,,3,,,,,passive Perception 13,,1,Keen Smell,The lion has advantage on Wisdom (Perception) checks that rely on smell.,0,Pack Tactics,The lion has advantage on an attack roll against a creature if at least one of the lion's allies is within 5 ft. of the creature and the ally isn't incapacitated.,0,Pounce,"If the lion moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the lion can make one bite attack against it as a bonus action.",0,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.",5,Claw,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.",5,1d6,3,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/188,,,1d8,,,6,,,,,,,,,,,,,,,,,,3,,,,,,,Running Leap,"With a 10-foot running start, the lion can long jump up to 25 ft..",0,,,,,,,,,,,,,,,,,,,,,,,,
189,Lizard,Tiny,beast,,unaligned,10,2,1d4,"20 ft., climb 20 ft.",2,11,10,1,8,3,,,,,,,,,,"darkvision 30 ft., passive Perception 9",,0,,,,,,,,,,Bite,"Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: 1 piercing damage.",0,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/189,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Lizardfolk,Medium,humanoid,lizardfolk,neutral,15,22,4d8,"30 ft., swim 30 ft.",15,10,13,7,12,7,,,,,3,,,,,passive Perception 13,Draconic,0.5,Hold Breath,The lizardfolk can hold its breath for 15 minutes.,0,,,,,,,Multiattack,"The lizardfolk makes two melee attacks, each one with a different weapon.",0,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",4,1d6,2,Heavy Club,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage.",4,1d6,2,Javelin,"Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",4,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/190,,,,,,4,1d6,2,Spiked Shield,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",4,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,2,,5,,,,,,,,,,,,,,,,,
191,Mage,Medium,humanoid,any race,any alignment,12,40,9d8,30 ft.,9,14,11,17,12,11,,6,4,6,,,,,,passive Perception 11,any four languages,6,Spellcasting,"The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks). The mage has the following wizard spells prepared:

- Cantrips (at will): fire bolt, light, mage hand, prestidigitation
- 1st level (4 slots): detect magic, mage armor, magic missile, shield
- 2nd level (3 slots): misty step, suggestion
- 3rd level (3 slots): counterspell, fireball, fly
- 4th level (3 slots): greater invisibility, ice storm
- 5th level (1 slot): cone of cold",0,,,,,,,Dagger,"Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage.",5,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/191,,,1d4,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Magma Mephit,Small,elemental,,neutral evil,11,22,5d6,"30 ft., fly 30 ft.",8,12,12,7,10,10,,,,,,cold,,"fire, poison",poisoned,"darkvision 60 ft., passive Perception 10","Ignan, Terran",0.5,Death Burst,"When the mephit dies, it explodes in a burst of lava. Each creature within 5 ft. of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one.",0,False Appearance,"While the mephit remains motionless, it is indistinguishable from an ordinary mound of magma.",0,Innate Spellcasting (1/Day),"The mephit can innately cast heat metal (spell save DC 10), requiring no material components. Its innate spellcasting ability is Charisma.",0,Claws,"Melee Weapon Attack: +3 to hit, reach 5 ft ., one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) fire damage.",3,Fire Breath (Recharge 6),"The mephit exhales a 15-foot cone of fire. Each creature in that area must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one.",0,,,Variant: Summon Mephits (1/Day),"The mephit has a 25 percent chance of summoning 1d4 mephits of its kind. A summoned mephit appears in an unoccupied space within 60 feet of its summoner, acts as an ally of its summoner, and can't summon other mephits. It remains for 1 minute, until it or its summoner dies, or until its summoner dismisses it as an action.",0,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/192,,,1d4,,,3,,,,,,,,,,,,,,,,,,1,,,,2d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Magmin,Small,elemental,,chaotic neutral,14,9,2d6,30 ft.,7,15,12,8,11,10,,,,,,,"bludgeoning, piercing, and slashing from nonmagical weapons",fire,,"darkvision 60 ft., passive Perception 10",Ignan,0.5,Death Burst,"When the magmin dies, it explodes in a burst of fire and magma. Each creature within 10 ft. of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. Flammable objects that aren't being worn or carried in that area are ignited.",0,Ignited Illumination,"As a bonus action, the magmin can set itself ablaze or extinguish its flames. While ablaze, the magmin sheds bright light in a 10-foot radius and dim light for an additional 10 ft.",0,,,,Touch,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d6) fire damage. If the target is a creature or a flammable object, it ignites. Until a target takes an action to douse the fire, the target takes 3 (1d6) fire damage at the end of each of its turns.",4,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/193,,,2d6,,,,,,,,,,,,,,,,,,,,,,,,,2d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Mammoth,Huge,beast,,unaligned,13,126,11d12,40 ft.,24,9,21,3,11,6,,,,,,,,,,passive Perception 10,,6,Trampling Charge,"If the mammoth moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 18 Strength saving throw or be knocked prone. If the target is prone, the mammoth can make one stomp attack against it as a bonus action.",0,,,,,,,Gore,"Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 25 (4d8 + 7) piercing damage.",10,Stomp,"Melee Weapon Attack: +10 to hit, reach 5 ft., one prone creature. Hit: 29 (4d10 + 7) bludgeoning damage.",10,4d10,7,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/194,,,4d8,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Manticore,Large,monstrosity,,lawful evil,14,68,8d10,"30 ft., fly 50 ft.",17,16,17,7,12,8,,,,,,,,,,"darkvision 60 ft., passive Perception 11",,3,Tail Spike Regrowth,The manticore has twenty-four tail spikes. Used spikes regrow when the manticore finishes a long rest.,0,,,,,,,Multiattack,The manticore makes three attacks: one with its bite and two with its claws or three with its tail spikes.,0,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.",5,1d8,3,Claw,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.",5,1d6,3,Tail Spike,"Ranged Weapon Attack: +5 to hit, range 100/200 ft., one target. Hit: 7 (1d8 + 3) piercing damage.",5,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/195,,,,,,,1d8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Marilith,Large,fiend,demon,chaotic evil,18,189,18d10,40 ft.,18,20,20,18,16,20,10,,8,,,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,"truesight 120 ft., passive Perception 13","Abyssal, telepathy 120 ft.",16,Magic Resistance,The marilith has advantage on saving throws against spells and other magical effects.,0,Magic Weapons,The marilith's weapon attacks are magical.,0,Reactive,The marilith can take one reaction on every turn in combat.,0,Multiattack,The marilith can make seven attacks: six with its longswords and one with its tail.,0,Longsword,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.",9,2d8,4,Tail,"Melee Weapon Attack: +9 to hit, reach 10 ft., one creature. Hit: 15 (2d10 + 4) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 19). Until this grapple ends, the target is restrained, the marilith can automatically hit the target with its tail, and the marilith can't make tail attacks against other targets.",9,2d10,4,Teleport,"The marilith magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",0,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/196,,,,,10,,,,Variant: Summon Demon (1/Day),"The demon chooses what to summon and attempts a magical summoning.
A marilith has a 50 percent chance of summoning 1d6 vrocks, 1d4 hezrous, 1d3 glabrezus, 1d2 nalfeshnees, or one marilith.
A summoned demon appears in an unoccupied space within 60 feet of its summoner, acts as an ally of its summoner, and can't summon other demons. It remains for 1 minute, until it or its summoner dies, or until its summoner dismisses it as an action.",0,,,,,,,,,,,,,,,,,,9,,,,,Parry,"The marilith adds 5 to its AC against one melee attack that would hit it. To do so, the marilith must see the attacker and be wielding a melee weapon.",0,,,,,,,,,,,,,,,,,,,,,
197,Mastiff,Medium,beast,,unaligned,12,5,1d8,40 ft.,13,14,12,3,12,7,,,,,3,,,,,passive Perception 13,,0.125,Keen Hearing and Smell,The mastiff has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,,,,,,,Bite,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.",3,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/197,,,1d6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Medusa,Medium,monstrosity,,lawful evil,15,127,17d8,30 ft.,10,15,16,12,13,15,,,,,4,,,,,"darkvision 60 ft., passive Perception 14",Common,6,Petrifying Gaze,"When a creature that can see the medusa's eyes starts its turn within 30 ft. of the medusa, the medusa can force it to make a DC 14 Constitution saving throw if the medusa isn't incapacitated and can see the creature. If the saving throw fails by 5 or more, the creature is instantly petrified. Otherwise, a creature that fails the save begins to turn to stone and is restrained. The restrained creature must repeat the saving throw at the end of its next turn, becoming petrified on a failure or ending the effect on a success. The petrification lasts until the creature is freed by the greater restoration spell or other magic.
Unless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn. If the creature does so, it can't see the medusa until the start of its next turn, when it can avert its eyes again. If the creature looks at the medusa in the meantime, it must immediately make the save.
If the medusa sees itself reflected on a polished surface within 30 ft. of it and in an area of bright light, the medusa is, due to its curse, affected by its own gaze.",0,,,,,,,Multiattack,The medusa makes either three melee attacks--one with its snake hair and two with its shortsword--or two ranged attacks with its longbow.,0,Snake Hair,"Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage plus 14 (4d6) poison damage.",5,1d4,2,Shortsword,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",5,1d6,2,Longbow,"Ranged Weapon Attack: +5 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage plus 7 (2d6) poison damage.",5,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/198,,,,,,5,2d6,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Merfolk,Medium,humanoid,merfolk,neutral,11,11,2d8,"10 ft., swim 40 ft.",10,13,12,11,11,12,,,,,2,,,,,passive Perception 12,"Aquan, Common",0.125,Amphibious,The merfolk can breathe air and water.,0,,,,,,,Spear,"Melee or Ranged Weapon Attack: +2 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 3 (1d6) piercing damage, or 4 (1d8) piercing damage if used with two hands to make a melee attack.",2,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/199,,,1d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Merrow,Large,monstrosity,,chaotic evil,13,45,6d10,"10 ft., swim 40 ft.",18,10,15,8,10,9,,,,,,,,,,"darkvision 60 ft., passive Perception 10","Abyssal, Aquan",2,Amphibious,The merrow can breathe air and water.,0,,,,,,,Multiattack,The merrow makes two attacks: one with its bite and one with its claws or harpoon.,0,Bite,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage.",6,1d8,4,Claws,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) slashing damage.",6,2d4,4,Harpoon,"Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a Huge or smaller creature, it must succeed on a Strength contest against the merrow or be pulled up to 20 feet toward the merrow.",6,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/200,,,,,,,2d6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Mimic,Medium,monstrosity,shapechanger,neutral,12,58,9d8,15 ft.,17,12,15,5,13,8,,,,,,,,acid,prone,"darkvision 60 ft., passive Perception 11",,2,Shapechanger,"The mimic can use its action to polymorph into an object or back into its true, amorphous form. Its statistics are the same in each form. Any equipment it is wearing or carrying isn 't transformed. It reverts to its true form if it dies.",0,Adhesive (Object Form Only),The mimic adheres to anything that touches it. A Huge or smaller creature adhered to the mimic is also grappled by it (escape DC 13). Ability checks made to escape this grapple have disadvantage.,0,False Appearance (Object Form Only),"While the mimic remains motionless, it is indistinguishable from an ordinary object.",0,Pseudopod,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) bludgeoning damage. If the mimic is in object form, the target is subjected to its Adhesive trait.",5,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) acid damage.",5,1d8 + 1d8,3,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/201,,,1d8,,,5,,,,,,,,,,,,,,,,,,3,,,,,,,Grappler,The mimic has advantage on attack rolls against any creature grappled by it.,0,,,,,,,,,,,,,,,,,,,,,,,,
202,Minotaur,Large,monstrosity,,chaotic evil,14,76,9d10,40 ft.,18,11,16,6,16,9,,,,,7,,,,,"darkvision 60 ft., passive Perception 17",Abyssal,3,Charge,"If the minotaur moves at least 10 ft. straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 ft. away and knocked prone.",0,Labyrinthine Recall,The minotaur can perfectly recall any path it has traveled.,0,Reckless,"At the start of its turn, the minotaur can gain advantage on all melee weapon attack rolls it makes during that turn, but attack rolls against it have advantage until the start of its next turn.",0,Greataxe,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage.",6,Gore,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.",6,2d8,4,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/202,,,2d12,,,,,,,,,,,,,,,,,,,,,4,,,,2d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Minotaur Skeleton,Large,undead,,lawful evil,12,67,9d10,40 ft.,18,11,15,6,8,5,,,,,,bludgeoning,,poison,"exhaustion, poisoned","darkvision 60 ft., passive Perception 9",understands Abyssal but can't speak,2,Charge,"If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone.",0,,,,,,,Greataxe,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage.",6,Gore,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.",6,2d8,4,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/203,,,2d12,,,,,,,,,,,,,,,,,,,,,4,,,,2d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Mule,Medium,beast,,unaligned,10,11,2d8,40 ft.,14,10,13,2,10,5,,,,,,,,,,passive Perception 10,,0.125,Beast of Burden,The mule is considered to be a Large animal for the purpose of determining its carrying capacity.,0,Sure-Footed,The mule has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.,0,,,,Hooves,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) bludgeoning damage.",4,,,,,,,,,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/204,,,1d4,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Mummy,Medium,undead,,lawful evil,11,58,9d8,20 ft.,16,8,15,6,10,12,,,2,,,fire,,"bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poisoned","darkvision 60 ft., passive Perception 10",the languages it knew in life,3,,,,,,,,,,Multiattack,The mummy can use its Dreadful Glare and makes one attack with its rotting fist.,0,Rotting Fist,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage plus 10 (3d6) necrotic damage. If the target is a creature, it must succeed on a DC 12 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0, the target dies, and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic.",5,2d6,3,Dreadful Glare,"The mummy targets one creature it can see within 60 ft. of it. If the target can see the mummy, it must succeed on a DC 11 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more, it is also paralyzed for the same duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies (but not mummy lords) for the next 24 hours.",0,,,,,,,,,,,,,,,http://www.dnd5eapi.co/api/monsters/205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
